time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.level,.name,.msg,.file,.function,.line,.topics
2025/07/05/17:49:30.923902,18,1751712570,661620872,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/raw/satellites,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923917,19,1751712570,662385631,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/global,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923948,20,1751712570,663246416,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/local,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923952,21,1751712570,664000199,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/rel_alt,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923956,22,1751712570,664739843,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/compass_hdg,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923959,23,1751712570,665479622,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/gp_origin,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923965,24,1751712570,666215855,,2,/record_1751712570616650231,Subscribing to /mavros/global_position/gp_lp_offset,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923968,25,1751712570,666970033,,2,/record_1751712570616650231,Subscribing to /mavros/gps_rtk/rtk_baseline,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923972,26,1751712570,667706110,,2,/record_1751712570616650231,Subscribing to /mavros/gpsstatus/gps1/raw,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923975,27,1751712570,668439233,,2,/record_1751712570616650231,Subscribing to /mavros/gpsstatus/gps2/raw,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923983,28,1751712570,669272040,,2,/record_1751712570616650231,Subscribing to /mavros/gpsstatus/gps1/rtk,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923986,29,1751712570,673393132,,2,/record_1751712570616650231,Subscribing to /mavros/gpsstatus/gps2/rtk,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923993,30,1751712570,676668501,,2,/record_1751712570616650231,Subscribing to /move_base_simple/goal,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.923998,31,1751712570,677877852,,2,/record_1751712570616650231,Subscribing to /mavros/home_position/home,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
2025/07/05/17:49:30.924006,32,1751712570,679875558,,2,/record_1751712570616650231,Subscribing to /mavros/imu/data,/tmp/binarydeb/ros-noetic-rosbag-1.17.2/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
