time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status
2025/07/05/17:49:32.175552,827,1751712572,174830686,,"[level: 0
name: "mavros: FCU connection"
message: "connected"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Received packets:"
    value: "53187"
  - 
    key: "Dropped packets:"
    value: "0"
  - 
    key: "Buffer overruns:"
    value: "0"
  - 
    key: "Parse errors:"
    value: "0"
  - 
    key: "Rx sequence number:"
    value: "60"
  - 
    key: "Tx sequence number:"
    value: "0"
  - 
    key: "Rx total bytes:"
    value: "8551209"
  - 
    key: "Tx total bytes:"
    value: "353442"
  - 
    key: "Rx speed:"
    value: "12249.000000"
  - 
    key: "Tx speed:"
    value: "460.000000", level: 0
name: "mavros: GPS"
message: "3D fix"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Satellites visible"
    value: "21"
  - 
    key: "Fix type"
    value: "3"
  - 
    key: "EPH (m)"
    value: "0.57"
  - 
    key: "EPV (m)"
    value: "0.89", level: 1
name: "mavros: Mount"
message: "Can not diagnose in this targeting mode"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Mode"
    value: "255", level: 0
name: "mavros: Heartbeat"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Heartbeats since startup"
    value: "1099"
  - 
    key: "Frequency (Hz)"
    value: "0.999949"
  - 
    key: "Vehicle type"
    value: "Surface vessel"
  - 
    key: "Autopilot type"
    value: "ArduPilot"
  - 
    key: "Mode"
    value: "HOLD"
  - 
    key: "System status"
    value: "Critical", level: 2
name: "mavros: System"
message: "Sensor health"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Sensor present"
    value: "0x1330DC2F"
  - 
    key: "Sensor enabled"
    value: "0x0320802F"
  - 
    key: "Sensor health"
    value: "0x0230812F"
  - 
    key: "3D gyro"
    value: "Ok"
  - 
    key: "3D accelerometer"
    value: "Ok"
  - 
    key: "3D magnetometer"
    value: "Ok"
  - 
    key: "absolute pressure"
    value: "Ok"
  - 
    key: "GPS"
    value: "Ok"
  - 
    key: "motor outputs / control"
    value: "Ok"
  - 
    key: "AHRS subsystem health"
    value: "Ok"
  - 
    key: "Logging"
    value: "Fail"
  - 
    key: "Battery"
    value: "Ok"
  - 
    key: "CPU Load (%)"
    value: "17.5"
  - 
    key: "Drop rate (%)"
    value: "0.0"
  - 
    key: "Errors comm"
    value: "0"
  - 
    key: "Errors count #1"
    value: "0"
  - 
    key: "Errors count #2"
    value: "0"
  - 
    key: "Errors count #3"
    value: "0"
  - 
    key: "Errors count #4"
    value: "0", level: 1
name: "mavros: Battery"
message: "Low voltage"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Voltage"
    value: "0.00"
  - 
    key: "Current"
    value: "-0.0"
  - 
    key: "Remaining"
    value: "-1.0", level: 0
name: "mavros: Time Sync"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Timesyncs since startup"
    value: "10945"
  - 
    key: "Frequency (Hz)"
    value: "9.999303"
  - 
    key: "Last RTT (ms)"
    value: "14.044795"
  - 
    key: "Mean RTT (ms)"
    value: "14.760102"
  - 
    key: "Last remote time (s)"
    value: "2945.894981000"
  - 
    key: "Estimated time offset (s)"
    value: "1751709626.283147097", level: 0
name: "mavros: APM Memory"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Free memory (B)"
    value: "72864"
  - 
    key: "Heap top"
    value: "0x0000", level: 2
name: "mavros: APM Hardware"
message: "Not initialised"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Core voltage"
    value: "-1.000000"
  - 
    key: "I2C errors"
    value: "0"]"
2025/07/05/17:49:33.674023,828,1751712573,673896040,,"[level: 0
name: "mavros: FCU connection"
message: "connected"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Received packets:"
    value: "53518"
  - 
    key: "Dropped packets:"
    value: "0"
  - 
    key: "Buffer overruns:"
    value: "0"
  - 
    key: "Parse errors:"
    value: "0"
  - 
    key: "Rx sequence number:"
    value: "135"
  - 
    key: "Tx sequence number:"
    value: "0"
  - 
    key: "Rx total bytes:"
    value: "8562509"
  - 
    key: "Tx total bytes:"
    value: "353942"
  - 
    key: "Rx speed:"
    value: "11300.000000"
  - 
    key: "Tx speed:"
    value: "500.000000", level: 0
name: "mavros: GPS"
message: "3D fix"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Satellites visible"
    value: "22"
  - 
    key: "Fix type"
    value: "3"
  - 
    key: "EPH (m)"
    value: "0.56"
  - 
    key: "EPV (m)"
    value: "0.87", level: 1
name: "mavros: Mount"
message: "Can not diagnose in this targeting mode"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Mode"
    value: "255", level: 0
name: "mavros: Heartbeat"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Heartbeats since startup"
    value: "1101"
  - 
    key: "Frequency (Hz)"
    value: "1.037105"
  - 
    key: "Vehicle type"
    value: "Surface vessel"
  - 
    key: "Autopilot type"
    value: "ArduPilot"
  - 
    key: "Mode"
    value: "HOLD"
  - 
    key: "System status"
    value: "Critical", level: 2
name: "mavros: System"
message: "Sensor health"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Sensor present"
    value: "0x1330DC2F"
  - 
    key: "Sensor enabled"
    value: "0x0320802F"
  - 
    key: "Sensor health"
    value: "0x0230812F"
  - 
    key: "3D gyro"
    value: "Ok"
  - 
    key: "3D accelerometer"
    value: "Ok"
  - 
    key: "3D magnetometer"
    value: "Ok"
  - 
    key: "absolute pressure"
    value: "Ok"
  - 
    key: "GPS"
    value: "Ok"
  - 
    key: "motor outputs / control"
    value: "Ok"
  - 
    key: "AHRS subsystem health"
    value: "Ok"
  - 
    key: "Logging"
    value: "Fail"
  - 
    key: "Battery"
    value: "Ok"
  - 
    key: "CPU Load (%)"
    value: "18.2"
  - 
    key: "Drop rate (%)"
    value: "0.0"
  - 
    key: "Errors comm"
    value: "0"
  - 
    key: "Errors count #1"
    value: "0"
  - 
    key: "Errors count #2"
    value: "0"
  - 
    key: "Errors count #3"
    value: "0"
  - 
    key: "Errors count #4"
    value: "0", level: 1
name: "mavros: Battery"
message: "Low voltage"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Voltage"
    value: "0.00"
  - 
    key: "Current"
    value: "-0.0"
  - 
    key: "Remaining"
    value: "-1.0", level: 0
name: "mavros: Time Sync"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Timesyncs since startup"
    value: "10960"
  - 
    key: "Frequency (Hz)"
    value: "10.000748"
  - 
    key: "Last RTT (ms)"
    value: "14.275142"
  - 
    key: "Mean RTT (ms)"
    value: "14.759826"
  - 
    key: "Last remote time (s)"
    value: "2947.395023000"
  - 
    key: "Estimated time offset (s)"
    value: "1751709626.283147097", level: 0
name: "mavros: APM Memory"
message: "Normal"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Free memory (B)"
    value: "72864"
  - 
    key: "Heap top"
    value: "0x0000", level: 2
name: "mavros: APM Hardware"
message: "Not initialised"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Core voltage"
    value: "-1.000000"
  - 
    key: "I2C errors"
    value: "0"]"
2025/07/05/17:49:34.674038,829,1751712574,673916395,,"[level: 0
name: "mavros: FCU connection"
message: "connected"
hardware_id: "/dev/ttyACM0:57600"
values: 
  - 
    key: "Received packets:"
    value: "53742"
  - 
    key: "Dropped packets:"
    value: "0"
  - 
    key: "Buffer overruns:"
    value: "0"
  - 
    key: "Parse errors:"
    value: "0"
  - 
    key: "Rx sequence number:"
    value: "103"
  - 
    key: "Tx sequence number:"
    value: "0"
  - 
    key: "Rx total bytes:"
